chr	start	end	gene_id	strand	kgID	bioentity	symbol	gene_info
chr14	68410509	68411509	uc059css.1_up_1000_chr14_68410510_f	+	uc059css.1	RGD:1560681	RAD51B	RAD51 paralog B
chr14	68471032	68472032	uc059cst.1_up_1000_chr14_68471033_f	+	uc059cst.1	RGD:1560681	RAD51B	RAD51 paralog B
chr14	68544561	68545561	uc059csu.1_up_1000_chr14_68544562_f	+	uc059csu.1	RGD:1560681	RAD51B	RAD51 paralog B
chr14	69190510	69191510	uc001xkv.4_up_1000_chr14_69190511_f	+	uc001xkv.4	RGD:1311087	EXD2	exonuclease 3'-5' domain containing 2
chr14	69190528	69191528	uc059cue.1_up_1000_chr14_69190529_f	+	uc059cue.1	RGD:1311087	EXD2	exonuclease 3'-5' domain containing 2
chr14	69190530	69191530	uc001xkt.4_up_1000_chr14_69190531_f	+	uc001xkt.4	RGD:1311087	EXD2	exonuclease 3'-5' domain containing 2
chr14	69190532	69191532	uc059cuf.1_up_1000_chr14_69190533_f	+	uc059cuf.1	RGD:1311087	EXD2	exonuclease 3'-5' domain containing 2
chr14	69190554	69191554	uc001xkw.4_up_1000_chr14_69190555_f	+	uc001xkw.4	RGD:1311087	EXD2	exonuclease 3'-5' domain containing 2
chr14	69190765	69191765	uc010tte.2_up_1000_chr14_69190766_f	+	uc010tte.2	RGD:1311087	EXD2	exonuclease 3'-5' domain containing 2
chr14	69190765	69191765	uc059cug.1_up_1000_chr14_69190766_f	+	uc059cug.1	RGD:1311087	EXD2	exonuclease 3'-5' domain containing 2
chr14	69190805	69191805	uc059cuh.1_up_1000_chr14_69190806_f	+	uc059cuh.1	RGD:1311087	EXD2	exonuclease 3'-5' domain containing 2
chr14	69190812	69191812	uc059cui.1_up_1000_chr14_69190813_f	+	uc059cui.1	RGD:1311087	EXD2	exonuclease 3'-5' domain containing 2
chr14	69190834	69191834	uc059cuj.1_up_1000_chr14_69190835_f	+	uc059cuj.1	RGD:1311087	EXD2	exonuclease 3'-5' domain containing 2
chr14	69223129	69224129	uc059cuk.1_up_1000_chr14_69223130_f	+	uc059cuk.1	RGD:1311087	EXD2	exonuclease 3'-5' domain containing 2
chr14	69226949	69227949	uc059cul.1_up_1000_chr14_69226950_f	+	uc059cul.1	RGD:1311087	EXD2	exonuclease 3'-5' domain containing 2
chr14	69234611	69235611	uc059cum.1_up_1000_chr14_69234612_f	+	uc059cum.1	RGD:1311087	EXD2	exonuclease 3'-5' domain containing 2
chr14	75019112	75020112	uc059dma.1_up_1000_chr14_75019113_r	-	uc059dma.1	RGD:1309227	MLH3	mutL homolog 3
chr14	75023018	75024018	uc059dly.1_up_1000_chr14_75023019_r	-	uc059dly.1	RGD:1309227	MLH3	mutL homolog 3
chr14	75046388	75047388	uc059dmg.1_up_1000_chr14_75046389_r	-	uc059dmg.1	RGD:1309227	MLH3	mutL homolog 3
chr14	75046444	75047444	uc059dme.1_up_1000_chr14_75046445_r	-	uc059dme.1	RGD:1309227	MLH3	mutL homolog 3
chr14	75046641	75047641	uc059dmf.1_up_1000_chr14_75046642_r	-	uc059dmf.1	RGD:1309227	MLH3	mutL homolog 3
chr14	75046825	75047825	uc059dlz.1_up_1000_chr14_75046826_r	-	uc059dlz.1	RGD:1309227	MLH3	mutL homolog 3
chr14	75047201	75048201	uc059dmh.1_up_1000_chr14_75047202_r	-	uc059dmh.1	RGD:1309227	MLH3	mutL homolog 3
chr14	75049691	75050691	uc059dmc.1_up_1000_chr14_75049692_r	-	uc059dmc.1	RGD:1309227	MLH3	mutL homolog 3
chr14	75051457	75052457	uc059dmb.1_up_1000_chr14_75051458_r	-	uc059dmb.1	RGD:1309227	MLH3	mutL homolog 3
chr14	75051467	75052467	uc059dmj.1_up_1000_chr14_75051468_r	-	uc059dmj.1	RGD:1309227	MLH3	mutL homolog 3
chr14	75051504	75052504	uc059dmi.1_up_1000_chr14_75051505_r	-	uc059dmi.1	RGD:1309227	MLH3	mutL homolog 3
chr14	75051532	75052532	uc001xrd.1_up_1000_chr14_75051533_r	-	uc001xrd.1	RGD:1309227	MLH3	mutL homolog 3
chr14	75051532	75052532	uc001xre.2_up_1000_chr14_75051533_r	-	uc001xre.2	RGD:1309227	MLH3	mutL homolog 3
chr14	77704452	77705452	uc059dvk.1_up_1000_chr14_77704453_r	-	uc059dvk.1	RGD:1308327	ALKBH1	alkB homolog 1, histone H2A dioxygenase
chr14	77707992	77708992	uc059dvj.1_up_1000_chr14_77707993_r	-	uc059dvj.1	RGD:1308327	ALKBH1	alkB homolog 1, histone H2A dioxygenase
chr14	77708010	77709010	uc059dvi.1_up_1000_chr14_77708011_r	-	uc059dvi.1	RGD:1308327	ALKBH1	alkB homolog 1, histone H2A dioxygenase
chr14	77708020	77709020	uc001xuc.2_up_1000_chr14_77708021_r	-	uc001xuc.2	RGD:1308327	ALKBH1	alkB homolog 1, histone H2A dioxygenase
chr14	89953938	89954938	uc059efi.1_up_1000_chr14_89953939_f	+	uc059efi.1	RGD:1309618	TDP1	tyrosyl-DNA phosphodiesterase 1
chr14	89954901	89955901	uc010atn.4_up_1000_chr14_89954902_f	+	uc010atn.4	RGD:1309618	TDP1	tyrosyl-DNA phosphodiesterase 1
chr14	89954906	89955906	uc059efj.1_up_1000_chr14_89954907_f	+	uc059efj.1	RGD:1309618	TDP1	tyrosyl-DNA phosphodiesterase 1
chr14	89954937	89955937	uc001xxz.4_up_1000_chr14_89954938_f	+	uc001xxz.4	RGD:1309618	TDP1	tyrosyl-DNA phosphodiesterase 1
chr14	89954940	89955940	uc059efk.1_up_1000_chr14_89954941_f	+	uc059efk.1	RGD:1309618	TDP1	tyrosyl-DNA phosphodiesterase 1
chr14	89954950	89955950	uc001xxy.4_up_1000_chr14_89954951_f	+	uc001xxy.4	RGD:1309618	TDP1	tyrosyl-DNA phosphodiesterase 1
chr14	89954954	89955954	uc059efl.1_up_1000_chr14_89954955_f	+	uc059efl.1	RGD:1309618	TDP1	tyrosyl-DNA phosphodiesterase 1
chr14	89954992	89955992	uc059efm.1_up_1000_chr14_89954993_f	+	uc059efm.1	RGD:1309618	TDP1	tyrosyl-DNA phosphodiesterase 1
chr14	89955009	89956009	uc059efn.1_up_1000_chr14_89955010_f	+	uc059efn.1	RGD:1309618	TDP1	tyrosyl-DNA phosphodiesterase 1
chr14	89955036	89956036	uc059efo.1_up_1000_chr14_89955037_f	+	uc059efo.1	RGD:1309618	TDP1	tyrosyl-DNA phosphodiesterase 1
chr14	89955522	89956522	uc059efp.1_up_1000_chr14_89955523_f	+	uc059efp.1	RGD:1309618	TDP1	tyrosyl-DNA phosphodiesterase 1
chr14	89955564	89956564	uc059efq.1_up_1000_chr14_89955565_f	+	uc059efq.1	RGD:1309618	TDP1	tyrosyl-DNA phosphodiesterase 1
chr14	89955571	89956571	uc059efr.1_up_1000_chr14_89955572_f	+	uc059efr.1	RGD:1309618	TDP1	tyrosyl-DNA phosphodiesterase 1
chr14	89957292	89958292	uc059efs.1_up_1000_chr14_89957293_f	+	uc059efs.1	RGD:1309618	TDP1	tyrosyl-DNA phosphodiesterase 1
chr14	89962104	89963104	uc059eft.1_up_1000_chr14_89962105_f	+	uc059eft.1	RGD:1309618	TDP1	tyrosyl-DNA phosphodiesterase 1
chr14	89974780	89975780	uc059efu.1_up_1000_chr14_89974781_f	+	uc059efu.1	RGD:1309618	TDP1	tyrosyl-DNA phosphodiesterase 1
chr14	89984158	89985158	uc059efv.1_up_1000_chr14_89984159_f	+	uc059efv.1	RGD:1309618	TDP1	tyrosyl-DNA phosphodiesterase 1
chr14	100237297	100238297	uc059fcd.1_up_1000_chr14_100237298_f	+	uc059fcd.1	RGD:3982	YY1	YY1 transcription factor
chr14	100237984	100238984	uc001ygy.3_up_1000_chr14_100237985_f	+	uc001ygy.3	RGD:3982	YY1	YY1 transcription factor
chr14	100238753	100239753	uc059fce.1_up_1000_chr14_100238754_f	+	uc059fce.1	RGD:3982	YY1	YY1 transcription factor
chr14	100238758	100239758	uc059fcf.1_up_1000_chr14_100238759_f	+	uc059fcf.1	RGD:3982	YY1	YY1 transcription factor
chr14	100274728	100275728	uc032blm.2_up_1000_chr14_100274729_f	+	uc032blm.2	RGD:3982	YY1	YY1 transcription factor
chr14	100275198	100276198	uc059fch.1_up_1000_chr14_100275199_f	+	uc059fch.1	RGD:3982	YY1	YY1 transcription factor
chr14	102591660	102592660	uc001ymb.5_up_1000_chr14_102591661_f	+	uc001ymb.5	RGD:7505493	RCOR1	REST corepressor 1
chr14	102709741	102710741	uc059fnr.1_up_1000_chr14_102709742_f	+	uc059fnr.1	RGD:7505493	RCOR1	REST corepressor 1
chr14	102719925	102720925	uc059fns.1_up_1000_chr14_102719926_f	+	uc059fns.1	RGD:7505493	RCOR1	REST corepressor 1
chr14	102720021	102721021	uc059fnt.1_up_1000_chr14_102720022_f	+	uc059fnt.1	RGD:7505493	RCOR1	REST corepressor 1
chr14	103703237	103704237	uc059ftl.1_up_1000_chr14_103703238_r	-	uc059ftl.1	RGD:1306849	XRCC3	X-ray repair cross complementing 3
chr14	103703327	103704327	uc059ftk.1_up_1000_chr14_103703328_r	-	uc059ftk.1	RGD:1306849	XRCC3	X-ray repair cross complementing 3
chr14	103703347	103704347	uc059fti.1_up_1000_chr14_103703348_r	-	uc059fti.1	RGD:1306849	XRCC3	X-ray repair cross complementing 3
chr14	103708826	103709826	uc059ftm.1_up_1000_chr14_103708827_r	-	uc059ftm.1	RGD:1306849	XRCC3	X-ray repair cross complementing 3
chr14	103708855	103709855	uc059ftf.1_up_1000_chr14_103708856_r	-	uc059ftf.1	RGD:1306849	XRCC3	X-ray repair cross complementing 3
chr14	103712104	103713104	uc059ftg.1_up_1000_chr14_103712105_r	-	uc059ftg.1	RGD:1306849	XRCC3	X-ray repair cross complementing 3
chr14	103714213	103715213	uc059ftu.1_up_1000_chr14_103714214_r	-	uc059ftu.1	RGD:1306849	XRCC3	X-ray repair cross complementing 3
chr14	103714250	103715250	uc059ftp.1_up_1000_chr14_103714251_r	-	uc059ftp.1	RGD:1306849	XRCC3	X-ray repair cross complementing 3
chr14	103715443	103716443	uc001yoa.5_up_1000_chr14_103715444_r	-	uc001yoa.5	RGD:1306849	XRCC3	X-ray repair cross complementing 3
chr14	103715459	103716459	uc059fth.1_up_1000_chr14_103715460_r	-	uc059fth.1	RGD:1306849	XRCC3	X-ray repair cross complementing 3
chr14	103715459	103716459	uc059fto.1_up_1000_chr14_103715460_r	-	uc059fto.1	RGD:1306849	XRCC3	X-ray repair cross complementing 3
chr14	103715459	103716459	uc059ftr.1_up_1000_chr14_103715460_r	-	uc059ftr.1	RGD:1306849	XRCC3	X-ray repair cross complementing 3
chr14	103715469	103716469	uc001yny.5_up_1000_chr14_103715470_r	-	uc001yny.5	RGD:1306849	XRCC3	X-ray repair cross complementing 3
chr14	103715483	103716483	uc059ftn.1_up_1000_chr14_103715484_r	-	uc059ftn.1	RGD:1306849	XRCC3	X-ray repair cross complementing 3
chr14	103715484	103716484	uc059ftq.1_up_1000_chr14_103715485_r	-	uc059ftq.1	RGD:1306849	XRCC3	X-ray repair cross complementing 3
chr14	103715484	103716484	uc059fts.1_up_1000_chr14_103715485_r	-	uc059fts.1	RGD:1306849	XRCC3	X-ray repair cross complementing 3
chr14	103715486	103716486	uc059ftt.1_up_1000_chr14_103715487_r	-	uc059ftt.1	RGD:1306849	XRCC3	X-ray repair cross complementing 3
chr14	103715504	103716504	uc001ynz.5_up_1000_chr14_103715505_r	-	uc001ynz.5	RGD:1306849	XRCC3	X-ray repair cross complementing 3
chr14	105418819	105419819	uc001yrb.4_up_1000_chr14_105418820_f	+	uc001yrb.4	RGD:621018	MTA1	metastasis associated 1
chr14	105418821	105419821	uc001yqx.4_up_1000_chr14_105418822_f	+	uc001yqx.4	RGD:621018	MTA1	metastasis associated 1
chr14	105418891	105419891	uc021seq.2_up_1000_chr14_105418892_f	+	uc021seq.2	RGD:621018	MTA1	metastasis associated 1
chr14	105418937	105419937	uc001yra.2_up_1000_chr14_105418938_f	+	uc001yra.2	RGD:621018	MTA1	metastasis associated 1
chr14	105419015	105420015	uc001yqy.4_up_1000_chr14_105419016_f	+	uc001yqy.4	RGD:621018	MTA1	metastasis associated 1
chr14	105419018	105420018	uc059gam.1_up_1000_chr14_105419019_f	+	uc059gam.1	RGD:621018	MTA1	metastasis associated 1
chr14	105437671	105438671	uc059gan.1_up_1000_chr14_105437672_f	+	uc059gan.1	RGD:621018	MTA1	metastasis associated 1
chr14	105437714	105438714	uc059gao.1_up_1000_chr14_105437715_f	+	uc059gao.1	RGD:621018	MTA1	metastasis associated 1
chr14	105448042	105449042	uc059gap.1_up_1000_chr14_105448043_f	+	uc059gap.1	RGD:621018	MTA1	metastasis associated 1
chr14	105448239	105449239	uc059gaq.2_up_1000_chr14_105448240_f	+	uc059gaq.2	RGD:621018	MTA1	metastasis associated 1
chr14	105457343	105458343	uc059gar.1_up_1000_chr14_105457344_f	+	uc059gar.1	RGD:621018	MTA1	metastasis associated 1
chr14	105459880	105460880	uc059gas.1_up_1000_chr14_105459881_f	+	uc059gas.1	RGD:621018	MTA1	metastasis associated 1
chr14	105459893	105460893	uc059gat.2_up_1000_chr14_105459894_f	+	uc059gat.2	RGD:621018	MTA1	metastasis associated 1
chr14	105462258	105463258	uc059gau.1_up_1000_chr14_105462259_f	+	uc059gau.1	RGD:621018	MTA1	metastasis associated 1
chr14	105462552	105463552	uc059gav.1_up_1000_chr14_105462553_f	+	uc059gav.1	RGD:621018	MTA1	metastasis associated 1
chr14	105464333	105465333	uc059gaw.1_up_1000_chr14_105464334_f	+	uc059gaw.1	RGD:621018	MTA1	metastasis associated 1
chr14	105467108	105468108	uc059gay.2_up_1000_chr14_105467109_f	+	uc059gay.2	RGD:621018	MTA1	metastasis associated 1
chr14	105467974	105468974	uc059gaz.1_up_1000_chr14_105467975_f	+	uc059gaz.1	RGD:621018	MTA1	metastasis associated 1
chr14	105468068	105469068	uc059gba.2_up_1000_chr14_105468069_f	+	uc059gba.2	RGD:621018	MTA1	metastasis associated 1
chr14	105468466	105469466	uc059gbb.1_up_1000_chr14_105468467_f	+	uc059gbb.1	RGD:621018	MTA1	metastasis associated 1
chr15	30902851	30903851	uc001zfc.3_up_1000_chr15_30902852_f	+	uc001zfc.3	RGD:1566323	FAN1	FANCD2 and FANCI associated nuclease 1
chr15	30902872	30903872	uc001zff.4_up_1000_chr15_30902873_f	+	uc001zff.4	RGD:1566323	FAN1	FANCD2 and FANCI associated nuclease 1
chr15	30902891	30903891	uc001zfd.4_up_1000_chr15_30902892_f	+	uc001zfd.4	RGD:1566323	FAN1	FANCD2 and FANCI associated nuclease 1
chr15	30902892	30903892	uc010azw.3_up_1000_chr15_30902893_f	+	uc010azw.3	RGD:1566323	FAN1	FANCD2 and FANCI associated nuclease 1
chr15	30902911	30903911	uc059hbz.1_up_1000_chr15_30902912_f	+	uc059hbz.1	RGD:1566323	FAN1	FANCD2 and FANCI associated nuclease 1
chr15	30903509	30904509	uc059hca.1_up_1000_chr15_30903510_f	+	uc059hca.1	RGD:1566323	FAN1	FANCD2 and FANCI associated nuclease 1
chr15	30921261	30922261	uc059hcb.1_up_1000_chr15_30921262_f	+	uc059hcb.1	RGD:1566323	FAN1	FANCD2 and FANCI associated nuclease 1
chr15	30927423	30928423	uc059hcd.1_up_1000_chr15_30927424_f	+	uc059hcd.1	RGD:1566323	FAN1	FANCD2 and FANCI associated nuclease 1
chr15	40693773	40694773	uc059htz.1_up_1000_chr15_40693774_f	+	uc059htz.1	RGD:1563603	RAD51	RAD51 recombinase
chr15	40694128	40695128	uc010bbw.4_up_1000_chr15_40694129_f	+	uc010bbw.4	RGD:1563603	RAD51	RAD51 recombinase
chr15	40694159	40695159	uc001zmi.5_up_1000_chr15_40694160_f	+	uc001zmi.5	RGD:1563603	RAD51	RAD51 recombinase
chr15	40694171	40695171	uc059hua.1_up_1000_chr15_40694172_f	+	uc059hua.1	RGD:1563603	RAD51	RAD51 recombinase
chr15	40694173	40695173	uc001zml.5_up_1000_chr15_40694174_f	+	uc001zml.5	RGD:1563603	RAD51	RAD51 recombinase
chr15	40694173	40695173	uc010bbx.4_up_1000_chr15_40694174_f	+	uc010bbx.4	RGD:1563603	RAD51	RAD51 recombinase
chr15	40694186	40695186	uc059hub.1_up_1000_chr15_40694187_f	+	uc059hub.1	RGD:1563603	RAD51	RAD51 recombinase
chr15	40694462	40695462	uc059huc.1_up_1000_chr15_40694463_f	+	uc059huc.1	RGD:1563603	RAD51	RAD51 recombinase
chr15	40697756	40698756	uc001zmm.2_up_1000_chr15_40697757_f	+	uc001zmm.2	RGD:1563603	RAD51	RAD51 recombinase
chr15	40700130	40701130	uc059hud.1_up_1000_chr15_40700131_f	+	uc059hud.1	RGD:1563603	RAD51	RAD51 recombinase
chr15	40983219	40984219	uc059hwo.1_up_1000_chr15_40983220_r	-	uc059hwo.1	RGD:1310969	INO80	INO80 complex subunit
chr15	40983986	40984986	uc059hwq.1_up_1000_chr15_40983987_r	-	uc059hwq.1	RGD:1310969	INO80	INO80 complex subunit
chr15	40997710	40998710	uc059hwr.1_up_1000_chr15_40997711_r	-	uc059hwr.1	RGD:1310969	INO80	INO80 complex subunit
chr15	41005357	41006357	uc059hws.1_up_1000_chr15_41005358_r	-	uc059hws.1	RGD:1310969	INO80	INO80 complex subunit
chr15	41027599	41028599	uc059hwt.1_up_1000_chr15_41027600_r	-	uc059hwt.1	RGD:1310969	INO80	INO80 complex subunit
chr15	41069622	41070622	uc059hwz.1_up_1000_chr15_41069623_r	-	uc059hwz.1	RGD:1310969	INO80	INO80 complex subunit
chr15	41072015	41073015	uc059hxa.1_up_1000_chr15_41072016_r	-	uc059hxa.1	RGD:1310969	INO80	INO80 complex subunit
chr15	41116132	41117132	uc059hwn.1_up_1000_chr15_41116133_r	-	uc059hwn.1	RGD:1310969	INO80	INO80 complex subunit
chr15	41116132	41117132	uc059hwp.1_up_1000_chr15_41116133_r	-	uc059hwp.1	RGD:1310969	INO80	INO80 complex subunit
chr15	41116153	41117153	uc059hwm.1_up_1000_chr15_41116154_r	-	uc059hwm.1	RGD:1310969	INO80	INO80 complex subunit
chr15	41116354	41117354	uc001zni.5_up_1000_chr15_41116355_r	-	uc001zni.5	RGD:1310969	INO80	INO80 complex subunit
chr15	43413286	43414286	uc059ijo.1_up_1000_chr15_43413287_r	-	uc059ijo.1	RGD:1308039	TP53BP1	tumor protein p53 binding protein 1
chr15	43417216	43418216	uc001zrp.4_up_1000_chr15_43417217_r	-	uc001zrp.4	RGD:1308039	TP53BP1	tumor protein p53 binding protein 1
chr15	43420374	43421374	uc059ijp.1_up_1000_chr15_43420375_r	-	uc059ijp.1	RGD:1308039	TP53BP1	tumor protein p53 binding protein 1
chr15	43421057	43422057	uc059ijq.1_up_1000_chr15_43421058_r	-	uc059ijq.1	RGD:1308039	TP53BP1	tumor protein p53 binding protein 1
chr15	43428116	43429116	uc059ijs.1_up_1000_chr15_43428117_r	-	uc059ijs.1	RGD:1308039	TP53BP1	tumor protein p53 binding protein 1
chr15	43438407	43439407	uc059ijr.1_up_1000_chr15_43438408_r	-	uc059ijr.1	RGD:1308039	TP53BP1	tumor protein p53 binding protein 1
chr15	43456024	43457024	uc059ijw.1_up_1000_chr15_43456025_r	-	uc059ijw.1	RGD:1308039	TP53BP1	tumor protein p53 binding protein 1
chr15	43456152	43457152	uc059iju.1_up_1000_chr15_43456153_r	-	uc059iju.1	RGD:1308039	TP53BP1	tumor protein p53 binding protein 1
chr15	43456178	43457178	uc059ijv.1_up_1000_chr15_43456179_r	-	uc059ijv.1	RGD:1308039	TP53BP1	tumor protein p53 binding protein 1
chr15	43456331	43457331	uc059ijm.1_up_1000_chr15_43456332_r	-	uc059ijm.1	RGD:1308039	TP53BP1	tumor protein p53 binding protein 1
chr15	43493086	43494086	uc059ijt.1_up_1000_chr15_43493087_r	-	uc059ijt.1	RGD:1308039	TP53BP1	tumor protein p53 binding protein 1
chr15	43493105	43494105	uc059ijn.1_up_1000_chr15_43493106_r	-	uc059ijn.1	RGD:1308039	TP53BP1	tumor protein p53 binding protein 1
chr15	43493127	43494127	uc001zrq.5_up_1000_chr15_43493128_r	-	uc001zrq.5	RGD:1308039	TP53BP1	tumor protein p53 binding protein 1
chr15	43493156	43494156	uc010udq.2_up_1000_chr15_43493157_r	-	uc010udq.2	RGD:1308039	TP53BP1	tumor protein p53 binding protein 1
chr15	43493171	43494171	uc001zrr.5_up_1000_chr15_43493172_r	-	uc001zrr.5	RGD:1308039	TP53BP1	tumor protein p53 binding protein 1
chr15	43510614	43511614	uc001zrs.4_up_1000_chr15_43510615_r	-	uc001zrs.4	RGD:1308039	TP53BP1	tumor protein p53 binding protein 1
chr15	43510728	43511728	uc059ijx.1_up_1000_chr15_43510729_r	-	uc059ijx.1	RGD:1308039	TP53BP1	tumor protein p53 binding protein 1
chr15	63155715	63156715	uc059kbp.1_up_1000_chr15_63155716_r	-	uc059kbp.1	RGD:1595396	RPS27L	ribosomal protein S27-like
chr15	63156774	63157774	uc059kbr.1_up_1000_chr15_63156775_r	-	uc059kbr.1	RGD:1595396	RPS27L	ribosomal protein S27-like
chr15	63157281	63158281	uc059kbs.1_up_1000_chr15_63157282_r	-	uc059kbs.1	RGD:1595396	RPS27L	ribosomal protein S27-like
chr15	63157477	63158477	uc059kbt.1_up_1000_chr15_63157478_r	-	uc059kbt.1	RGD:1595396	RPS27L	ribosomal protein S27-like
chr15	63157477	63158477	uc284nqd.1_up_1000_chr15_63157478_r	-	uc284nqd.1	RGD:1595396	RPS27L	ribosomal protein S27-like
chr15	63157499	63158499	uc059kbv.1_up_1000_chr15_63157500_r	-	uc059kbv.1	RGD:1595396	RPS27L	ribosomal protein S27-like
chr15	63157802	63158802	uc002aly.4_up_1000_chr15_63157803_r	-	uc002aly.4	RGD:1595396	RPS27L	ribosomal protein S27-like
chr15	63158021	63159021	uc059kbu.1_up_1000_chr15_63158022_r	-	uc059kbu.1	RGD:1595396	RPS27L	ribosomal protein S27-like
chr15	63503510	63504510	uc010uij.3_up_1000_chr15_63503511_f	+	uc010uij.3	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	63503593	63504593	uc059kcp.1_up_1000_chr15_63503594_f	+	uc059kcp.1	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	63503594	63504594	uc059kcq.1_up_1000_chr15_63503595_f	+	uc059kcq.1	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	63503610	63504610	uc002amf.5_up_1000_chr15_63503611_f	+	uc002amf.5	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	63503611	63504611	uc059kcr.1_up_1000_chr15_63503612_f	+	uc059kcr.1	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	63503634	63504634	uc059kcs.1_up_1000_chr15_63503635_f	+	uc059kcs.1	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	63503655	63504655	uc059kct.1_up_1000_chr15_63503656_f	+	uc059kct.1	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	63503673	63504673	uc059kcu.1_up_1000_chr15_63503674_f	+	uc059kcu.1	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	63503733	63504733	uc059kcv.1_up_1000_chr15_63503734_f	+	uc059kcv.1	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	63514445	63515445	uc059kcw.1_up_1000_chr15_63514446_f	+	uc059kcw.1	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	63526832	63527832	uc059kcx.1_up_1000_chr15_63526833_f	+	uc059kcx.1	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	63528141	63529141	uc059kcy.1_up_1000_chr15_63528142_f	+	uc059kcy.1	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	63531505	63532505	uc010bgs.5_up_1000_chr15_63531506_f	+	uc010bgs.5	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	63536104	63537104	uc059kcz.1_up_1000_chr15_63536105_f	+	uc059kcz.1	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	63536137	63537137	uc059kda.1_up_1000_chr15_63536138_f	+	uc059kda.1	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	63543624	63544624	uc059kde.1_up_1000_chr15_63543625_f	+	uc059kde.1	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	63552332	63553332	uc059kdf.1_up_1000_chr15_63552333_f	+	uc059kdf.1	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	63585607	63586607	uc059kdh.1_up_1000_chr15_63585608_f	+	uc059kdh.1	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	63586969	63587969	uc059kdj.1_up_1000_chr15_63586970_f	+	uc059kdj.1	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	63587519	63588519	uc059kdk.1_up_1000_chr15_63587520_f	+	uc059kdk.1	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	63587728	63588728	uc059kdl.1_up_1000_chr15_63587729_f	+	uc059kdl.1	RGD:1308852	USP3	ubiquitin specific peptidase 3
chr15	64818824	64819824	uc059khc.1_up_1000_chr15_64818825_r	-	uc059khc.1	RGD:1586053	PIF1	PIF1 5'-to-3' DNA helicase
chr15	64821131	64822131	uc059khb.1_up_1000_chr15_64821132_r	-	uc059khb.1	RGD:1586053	PIF1	PIF1 5'-to-3' DNA helicase
chr15	64821419	64822419	uc059khe.1_up_1000_chr15_64821420_r	-	uc059khe.1	RGD:1586053	PIF1	PIF1 5'-to-3' DNA helicase
chr15	64821457	64822457	uc059khd.1_up_1000_chr15_64821458_r	-	uc059khd.1	RGD:1586053	PIF1	PIF1 5'-to-3' DNA helicase
chr15	64825617	64826617	uc059khg.1_up_1000_chr15_64825618_r	-	uc059khg.1	RGD:1586053	PIF1	PIF1 5'-to-3' DNA helicase
chr15	64825625	64826625	uc059khf.1_up_1000_chr15_64825626_r	-	uc059khf.1	RGD:1586053	PIF1	PIF1 5'-to-3' DNA helicase
chr15	64825639	64826639	uc059kha.1_up_1000_chr15_64825640_r	-	uc059kha.1	RGD:1586053	PIF1	PIF1 5'-to-3' DNA helicase
chr15	64825668	64826668	uc002ant.4_up_1000_chr15_64825669_r	-	uc002ant.4	RGD:1586053	PIF1	PIF1 5'-to-3' DNA helicase
chr15	64825668	64826668	uc032chc.2_up_1000_chr15_64825669_r	-	uc032chc.2	RGD:1586053	PIF1	PIF1 5'-to-3' DNA helicase
chr15	73993672	73994672	uc002awr.4_up_1000_chr15_73993673_f	+	uc002awr.4	RGD:1562602	PML	promyelocytic leukemia
chr15	73993716	73994716	uc002awk.4_up_1000_chr15_73993717_f	+	uc002awk.4	RGD:1562602	PML	promyelocytic leukemia
chr15	73993716	73994716	uc002awo.4_up_1000_chr15_73993717_f	+	uc002awo.4	RGD:1562602	PML	promyelocytic leukemia
chr15	73993716	73994716	uc002awp.4_up_1000_chr15_73993717_f	+	uc002awp.4	RGD:1562602	PML	promyelocytic leukemia
chr15	73993716	73994716	uc002awv.4_up_1000_chr15_73993717_f	+	uc002awv.4	RGD:1562602	PML	promyelocytic leukemia
chr15	73993728	73994728	uc002awu.4_up_1000_chr15_73993729_f	+	uc002awu.4	RGD:1562602	PML	promyelocytic leukemia
chr15	73993730	73994730	uc059lfy.1_up_1000_chr15_73993731_f	+	uc059lfy.1	RGD:1562602	PML	promyelocytic leukemia
chr15	73993732	73994732	uc002awq.4_up_1000_chr15_73993733_f	+	uc002awq.4	RGD:1562602	PML	promyelocytic leukemia
chr15	73993743	73994743	uc002awl.4_up_1000_chr15_73993744_f	+	uc002awl.4	RGD:1562602	PML	promyelocytic leukemia
